DonorID,DonorStatus,Recurring Status,Name,Total Contributions ($),Total Contributions (Freq),DonorType,First Gift Date,Last Gift Date,Recency (Days),Recurring Status Freq,Gift Officer,,,,,,,,,,,,,,,,,,,,,
D-00455,Lapsing,Not Recurrent,Cascade Health Partners,$275.00,3,Organization,1/21/2022,6/23/2024,556,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00456,Lapsed,Not Recurrent,Kimberly Thomas,$75.00,1,Individual,7/19/2023,7/19/2023,896,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00457,Active,Canceled,Pamela Moore,$160.00,16,Individual,1/1/2022,10/1/2025,91,Quarterly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00458,Active,Active,Anthony Anderson,"$2,775.00",36,Individual,12/28/2022,12/28/2025,3,Monthly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00459,Never Gave,Not Recurrent,Brandon Smith,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00460,Active,Not Recurrent,Pamela Moore,$100.00,1,Individual,2/13/2025,2/13/2025,321,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00461,Active,Not Recurrent,Amy Wright,"$1,000.00",3,Individual,11/18/2023,8/19/2025,134,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00462,Lapsing,Not Recurrent,Mary Baker,$250.00,1,Individual,1/21/2024,1/21/2024,710,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00463,Active,Active,Paul Walker,$960.00,47,Individual,1/1/2022,12/1/2025,30,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00464,Active,Active,Rebecca Moore,"$4,800.00",47,Individual,1/1/2022,12/1/2025,30,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00465,Lapsing,Not Recurrent,Brenda Ramirez,$575.00,2,Individual,9/29/2023,9/13/2024,474,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00466,Lapsing,Not Recurrent,Eric Wright,$600.00,2,Individual,12/18/2022,4/9/2024,631,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00467,Lapsed,Not Recurrent,Linda Wilson,$400.00,2,Individual,12/31/2022,4/12/2023,994,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00468,Lapsed,Not Recurrent,Steven Thompson,$250.00,1,Individual,9/10/2023,9/10/2023,843,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00469,Never Gave,Not Recurrent,Melissa Lee,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00470,Active,Not Recurrent,Nancy Green,$50.00,1,Individual,6/17/2025,6/17/2025,197,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00471,Lapsed,Canceled,Donna Rivera,$140.00,7,Individual,6/8/2023,12/8/2023,754,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00472,Lapsed,Not Recurrent,Cynthia Clark,$150.00,1,Individual,7/20/2023,7/20/2023,895,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00473,Lapsed,Not Recurrent,William Wilson,$25.00,1,Individual,9/30/2023,9/30/2023,823,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00474,Active,Active,William Miller,$720.00,47,Individual,1/1/2022,12/1/2025,30,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00475,Lapsed,Not Recurrent,Thomas Rodriguez,$200.00,2,Individual,2/15/2023,11/23/2023,769,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00476,Active,Active,Anna Moore,$120.00,12,Individual,1/17/2025,12/17/2025,14,Monthly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00477,Active,Not Recurrent,Larry Ramirez,$150.00,1,Individual,10/9/2025,10/9/2025,83,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00478,Active,Not Recurrent,Harborview Financial Group,$700.00,2,Organization,10/15/2022,3/14/2025,292,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00479,Never Gave,Not Recurrent,Mary Hall,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00480,Active,Active,James Scott,$150.00,3,Individual,4/15/2025,10/15/2025,77,Quarterly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00481,Active,Not Recurrent,Edward Anderson,$50.00,1,Individual,7/14/2025,7/14/2025,170,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00482,Active,Canceled,Paul Clark,$240.00,15,Individual,1/1/2022,10/1/2025,91,Quarterly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00483,Active,Not Recurrent,Samantha Young,"$23,500.00",3,Individual,1/29/2023,8/15/2025,138,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00484,Lapsing,Not Recurrent,Thomas Rivera,$250.00,1,Individual,1/25/2024,1/25/2024,706,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00485,Lapsing,Not Recurrent,Shirley White,$100.00,1,Individual,10/11/2024,10/11/2024,446,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00486,Never Gave,Not Recurrent,Elizabeth Wright,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00487,Active,Not Recurrent,Ashley Mitchell,$850.00,3,Individual,10/12/2022,10/1/2025,91,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00488,Active,Active,Carol Hernandez,$150.00,9,Individual,3/1/2025,12/1/2025,30,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00489,Lapsed,Not Recurrent,Michael Nelson,$250.00,2,Individual,7/12/2023,12/8/2023,754,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00490,Never Gave,Not Recurrent,Ronald Thomas,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00491,Lapsing,Canceled,Bright Path Charitable Trust,$310.00,29,Organization,1/1/2022,7/1/2024,548,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00492,Active,Not Recurrent,Thomas Young,$250.00,1,Individual,10/1/2025,10/1/2025,91,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00493,Active,Not Recurrent,Sarah Taylor,$25.00,1,Individual,1/3/2025,1/3/2025,362,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00494,Active,Not Recurrent,Brian Lee,$250.00,1,Individual,11/14/2025,11/14/2025,47,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00495,Active,Active,Kimberly Wright,$240.00,16,Individual,9/3/2024,12/3/2025,28,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00496,Active,Active,Samantha Thomas,$600.00,11,Individual,1/16/2025,12/16/2025,15,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00497,Lapsing,Not Recurrent,Andrew Lee,$100.00,1,Individual,6/12/2024,6/12/2024,567,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00498,Active,Active,Daniel Williams,"$1,200.00",47,Individual,1/1/2022,12/1/2025,30,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00499,Lapsed,Not Recurrent,Nicole Taylor,$250.00,1,Individual,7/7/2023,7/7/2023,908,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00500,Active,Not Recurrent,Kathleen Green,$500.00,1,Individual,11/14/2025,11/14/2025,47,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00501,Lapsed,Not Recurrent,Joshua Jones,$350.00,2,Individual,7/16/2022,3/9/2023,1028,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00502,Active,Active,Ashley Torres,$675.00,9,Individual,4/5/2025,12/5/2025,26,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00503,Active,Not Recurrent,Jason Miller,$500.00,1,Individual,8/5/2025,8/5/2025,148,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00504,Lapsed,Not Recurrent,Melissa Lee,$50.00,1,Individual,6/5/2023,6/5/2023,940,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00505,Active,Not Recurrent,Donald Torres,"$1,000.00",1,Individual,1/4/2025,1/4/2025,361,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00506,Active,Not Recurrent,Whitfield Family Foundation,$150.00,1,Organization,8/2/2025,8/2/2025,151,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00507,Active,Not Recurrent,Emily Scott,$500.00,1,Individual,3/1/2025,3/1/2025,305,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00508,Lapsed,Canceled,George Nguyen,"$1,900.00",18,Individual,5/15/2022,11/15/2023,777,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00509,Active,Not Recurrent,Amy Lopez,$250.00,1,Individual,7/3/2025,7/3/2025,181,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00510,Lapsed,Not Recurrent,Edward Garcia,$350.00,2,Individual,1/13/2022,9/8/2022,1210,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00511,Active,Not Recurrent,Emma Smith,$225.00,2,Individual,6/28/2024,3/11/2025,295,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00512,Active,Not Recurrent,Karen Brown,$150.00,1,Individual,12/9/2025,12/9/2025,22,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00513,Active,Not Recurrent,Charles Rodriguez,$25.00,1,Individual,6/24/2025,6/24/2025,190,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00514,Lapsed,Not Recurrent,Thomas Carter,$75.00,1,Individual,12/18/2022,12/18/2022,1109,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00515,Lapsed,Not Recurrent,Helen Thomas,$50.00,1,Individual,11/26/2023,11/26/2023,766,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00516,Never Gave,Not Recurrent,George Thompson,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00517,Active,Active,Jeffrey Flores,"$3,600.00",46,Individual,1/1/2022,12/1/2025,30,Monthly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00518,Active,Not Recurrent,Joseph Mitchell,$400.00,4,Individual,9/13/2022,2/23/2025,311,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00519,Active,Not Recurrent,Kevin Wilson,$75.00,1,Individual,9/28/2025,9/28/2025,94,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00520,Lapsing,Not Recurrent,Charles Hall,$150.00,1,Individual,12/15/2024,12/15/2024,381,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00521,Active,Active,Samantha Moore,"$1,200.00",46,Individual,1/1/2022,12/1/2025,30,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00522,Never Gave,Not Recurrent,George Miller,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00523,Lapsing,Not Recurrent,Scott Wright,$25.00,1,Individual,8/13/2024,8/13/2024,505,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00524,Active,Not Recurrent,Michelle Perez,$100.00,2,Individual,7/31/2022,8/5/2025,148,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00525,Active,Not Recurrent,Nicholas Moore,$100.00,1,Individual,5/18/2025,5/18/2025,227,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00526,Lapsed,Not Recurrent,Sarah Garcia,$175.00,2,Individual,8/26/2022,8/25/2023,859,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00527,Lapsed,Not Recurrent,Emma Perez,$150.00,2,Individual,9/9/2022,12/27/2022,1100,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00528,Active,Not Recurrent,Helen Rodriguez,$300.00,1,Individual,8/17/2025,8/17/2025,136,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00529,Active,Not Recurrent,Jessica Lopez,"$21,000.00",4,Individual,10/15/2022,12/25/2025,6,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00530,Active,Active,Emily Martinez,"$3,600.00",46,Individual,1/1/2022,12/1/2025,30,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00531,Active,Not Recurrent,Scott Anderson,$100.00,1,Individual,11/14/2025,11/14/2025,47,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00532,Lapsed,Not Recurrent,Jacob Rivera,$75.00,1,Individual,7/9/2023,7/9/2023,906,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00533,Lapsed,Not Recurrent,Whitfield Family Foundation,$350.00,2,Organization,2/13/2022,8/31/2022,1218,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00534,Active,Not Recurrent,Carol Robinson,$500.00,2,Individual,5/18/2024,7/20/2025,164,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00535,Lapsed,Not Recurrent,Pamela Hill,$150.00,2,Individual,1/23/2022,2/15/2022,1415,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00536,Lapsing,Not Recurrent,Northgate Manufacturing,$250.00,1,Organization,10/9/2024,10/9/2024,448,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00537,Never Gave,Not Recurrent,Joshua Roberts,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00538,Active,Not Recurrent,Cynthia Garcia,$50.00,1,Individual,7/13/2025,7/13/2025,171,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00539,Lapsed,Canceled,Bluebird Community Bank,$160.00,6,Organization,1/1/2022,10/1/2023,822,Quarterly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00540,Active,Canceled,Joseph Rivera,"$3,000.00",39,Individual,1/1/2022,4/1/2025,274,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00541,Lapsed,Not Recurrent,Stephen Harris,$300.00,2,Individual,6/9/2023,12/23/2023,739,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00542,Never Gave,Not Recurrent,Michael Clark,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00543,Lapsing,Not Recurrent,James Flores,$25.00,1,Individual,9/19/2024,9/19/2024,468,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00544,Active,Not Recurrent,Jacob Robinson,$25.00,1,Individual,12/13/2025,12/13/2025,18,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00545,Active,Not Recurrent,Anthony Brown,$475.00,3,Individual,8/31/2022,9/6/2025,116,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00546,Active,Not Recurrent,Cedar Ridge Corporation,"$30,000.00",4,Organization,9/29/2022,6/9/2025,205,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00547,Lapsed,Not Recurrent,George Williams,$500.00,2,Individual,4/9/2022,10/3/2022,1185,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00548,Active,Active,Bluebird Community Bank,"$1,015.00",29,Organization,8/22/2023,12/22/2025,9,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00549,Active,Active,Lakeside Rotary Club,$380.00,18,Organization,6/4/2024,12/4/2025,27,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00550,Active,Canceled,Helen Torres,"$1,600.00",15,Individual,1/1/2022,10/1/2025,91,Quarterly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00551,Active,Active,Lisa Flores,$480.00,46,Individual,1/1/2022,12/1/2025,30,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00552,Lapsing,Not Recurrent,Northgate Manufacturing,$250.00,1,Organization,7/13/2024,7/13/2024,536,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00553,Active,Not Recurrent,Andrew Taylor,$100.00,1,Individual,9/27/2025,9/27/2025,95,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00554,Lapsed,Not Recurrent,Ronald Campbell,$150.00,1,Individual,4/10/2023,4/10/2023,996,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00555,Never Gave,Not Recurrent,Jacob Williams,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00556,Lapsed,Not Recurrent,Redwood Insurance Group,$50.00,1,Organization,1/2/2022,1/2/2022,1459,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00557,Lapsed,Not Recurrent,Melissa Jones,$150.00,1,Individual,7/9/2022,7/9/2022,1271,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00558,Lapsing,Not Recurrent,Stephanie Lopez,$150.00,1,Individual,8/9/2024,8/9/2024,509,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00559,Lapsing,Not Recurrent,Donald White,$75.00,1,Individual,8/5/2024,8/5/2024,513,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00560,Never Gave,Not Recurrent,Betty Garcia,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00561,Active,Active,Helen Martin,"$4,800.00",46,Individual,1/1/2022,12/1/2025,30,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00562,Lapsed,Not Recurrent,Eric Davis,$350.00,2,Individual,3/29/2023,4/23/2023,983,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00563,Lapsed,Not Recurrent,Cascade Health Partners,$150.00,1,Organization,6/30/2023,6/30/2023,915,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00564,Lapsed,Not Recurrent,Jeffrey Nelson,$25.00,1,Individual,7/28/2023,7/28/2023,887,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00565,Active,Not Recurrent,Stephen Lee,$700.00,4,Individual,3/11/2022,2/25/2025,309,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00566,Active,Not Recurrent,Anna Lewis,$100.00,1,Individual,4/18/2025,4/18/2025,257,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00567,Lapsed,Not Recurrent,Scott Nguyen,$25.00,1,Individual,8/15/2023,8/15/2023,869,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00568,Active,Not Recurrent,Kathleen Torres,$375.00,2,Individual,9/4/2024,6/17/2025,197,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00569,Never Gave,Not Recurrent,Charles Flores,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00570,Active,Not Recurrent,Ryan Young,$150.00,1,Individual,4/29/2025,4/29/2025,246,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00571,Lapsed,Not Recurrent,Pamela Rodriguez,$150.00,1,Individual,11/1/2022,11/1/2022,1156,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00572,Lapsed,Not Recurrent,Rebecca Nguyen,$100.00,1,Individual,6/30/2022,6/30/2022,1280,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00573,Active,Canceled,Nicole Ramirez,$405.00,26,Individual,11/2/2022,1/2/2025,363,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00574,Never Gave,Not Recurrent,Lakeside Rotary Club,$0.00,0,Organization,1/0/1900,1/0/1900,46022,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00575,Active,Not Recurrent,Rebecca Jones,$250.00,1,Individual,11/27/2025,11/27/2025,34,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00576,Lapsed,Canceled,Justin Carter,$275.00,10,Individual,1/1/2022,11/1/2022,1156,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00577,Active,Active,Anthony Baker,"$4,300.00",40,Individual,6/1/2022,12/1/2025,30,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00578,Active,Canceled,Angela Sanchez,$370.00,34,Individual,1/1/2022,1/1/2025,364,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00579,Active,Active,Melissa Davis,$960.00,45,Individual,1/1/2022,12/1/2025,30,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00580,Lapsed,Not Recurrent,Rebecca Harris,$350.00,2,Individual,8/24/2022,10/3/2022,1185,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00581,Active,Not Recurrent,Laura Martinez,$150.00,1,Individual,8/27/2025,8/27/2025,126,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00582,Active,Active,Sharon Rodriguez,"$2,900.00",28,Individual,8/28/2023,12/28/2025,3,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00583,Active,Active,Jason Scott,$480.00,47,Individual,1/1/2022,12/1/2025,30,Monthly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00584,Never Gave,Not Recurrent,Donald Rivera,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00585,Active,Not Recurrent,Joseph Nguyen,"$30,000.00",4,Individual,3/3/2022,8/24/2025,129,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00586,Active,Canceled,Emily Robinson,$160.00,15,Individual,1/1/2022,10/1/2025,91,Quarterly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00587,Active,Not Recurrent,Justin Martin,$600.00,3,Individual,12/6/2022,1/18/2025,347,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00588,Active,Active,Kevin Clark,"$3,375.00",43,Individual,4/21/2022,12/21/2025,10,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00589,Active,Not Recurrent,Linda Green,$25.00,1,Individual,12/25/2025,12/25/2025,6,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00590,Active,Active,Redwood Insurance Group,"$3,525.00",47,Organization,2/24/2022,12/24/2025,7,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00591,Lapsed,Not Recurrent,Karen Nelson,$25.00,1,Individual,9/25/2023,9/25/2023,828,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00592,Never Gave,Not Recurrent,John Perez,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00593,Lapsing,Not Recurrent,Jeffrey Campbell,$50.00,1,Individual,9/29/2024,9/29/2024,458,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00594,Active,Not Recurrent,Jacob Martin,$200.00,2,Individual,1/13/2024,5/26/2025,219,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00595,Active,Active,Sharon Smith,$600.00,8,Individual,1/13/2024,10/13/2025,79,Quarterly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00596,Lapsed,Not Recurrent,Redwood Insurance Group,$50.00,1,Organization,4/17/2023,4/17/2023,989,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00597,Active,Not Recurrent,Kathleen Roberts,$150.00,1,Individual,11/12/2025,11/12/2025,49,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00598,Active,Not Recurrent,Whitfield Family Foundation,$250.00,1,Organization,1/30/2025,1/30/2025,335,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00599,Active,Active,Matthew Williams,$480.00,48,Individual,1/1/2022,12/1/2025,30,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00600,Lapsed,Not Recurrent,Fairview Family Fund,$250.00,1,Organization,5/21/2022,5/21/2022,1320,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
